center,left,right,steering,throttle,brake,speed
IMG/center_2019_02_23_04_04_40_440.jpg,IMG/left_2019_02_23_04_04_40_440.jpg,IMG/right_2019_02_23_04_04_40_440.jpg,0,0.4757332,0,0.4269702
IMG/center_2019_02_23_04_04_40_512.jpg,IMG/left_2019_02_23_04_04_40_512.jpg,IMG/right_2019_02_23_04_04_40_512.jpg,0,0.6914489,0,1.006133
IMG/center_2019_02_23_04_04_40_582.jpg,IMG/left_2019_02_23_04_04_40_582.jpg,IMG/right_2019_02_23_04_04_40_582.jpg,0,0.8518594,0,1.563097
IMG/center_2019_02_23_04_04_40_655.jpg,IMG/left_2019_02_23_04_04_40_655.jpg,IMG/right_2019_02_23_04_04_40_655.jpg,0,1,0,2.451677
IMG/center_2019_02_23_04_04_40_727.jpg,IMG/left_2019_02_23_04_04_40_727.jpg,IMG/right_2019_02_23_04_04_40_727.jpg,0,1,0,3.387982
IMG/center_2019_02_23_04_04_40_798.jpg,IMG/left_2019_02_23_04_04_40_798.jpg,IMG/right_2019_02_23_04_04_40_798.jpg,0,1,0,4.093543
IMG/center_2019_02_23_04_04_40_897.jpg,IMG/left_2019_02_23_04_04_40_897.jpg,IMG/right_2019_02_23_04_04_40_897.jpg,0,0.7056889,0,5.045868
IMG/center_2019_02_23_04_04_40_976.jpg,IMG/left_2019_02_23_04_04_40_976.jpg,IMG/right_2019_02_23_04_04_40_976.jpg,0,0.4681543,0,5.557612
IMG/center_2019_02_23_04_04_41_047.jpg,IMG/left_2019_02_23_04_04_41_047.jpg,IMG/right_2019_02_23_04_04_41_047.jpg,0,0.2546146,0,5.843482
IMG/center_2019_02_23_04_04_41_123.jpg,IMG/left_2019_02_23_04_04_41_123.jpg,IMG/right_2019_02_23_04_04_41_123.jpg,0,0.02523877,0,5.907949
IMG/center_2019_02_23_04_04_41_199.jpg,IMG/left_2019_02_23_04_04_41_199.jpg,IMG/right_2019_02_23_04_04_41_199.jpg,0,0.164818,0,5.933849
IMG/center_2019_02_23_04_04_41_276.jpg,IMG/left_2019_02_23_04_04_41_276.jpg,IMG/right_2019_02_23_04_04_41_276.jpg,0,0.399853,0,6.176715
IMG/center_2019_02_23_04_04_41_354.jpg,IMG/left_2019_02_23_04_04_41_354.jpg,IMG/right_2019_02_23_04_04_41_354.jpg,0,0.1676579,0,6.386267
IMG/center_2019_02_23_04_04_41_429.jpg,IMG/left_2019_02_23_04_04_41_429.jpg,IMG/right_2019_02_23_04_04_41_429.jpg,0,0,0,6.383314
IMG/center_2019_02_23_04_04_41_504.jpg,IMG/left_2019_02_23_04_04_41_504.jpg,IMG/right_2019_02_23_04_04_41_504.jpg,0,0,0,6.332012
IMG/center_2019_02_23_04_04_41_581.jpg,IMG/left_2019_02_23_04_04_41_581.jpg,IMG/right_2019_02_23_04_04_41_581.jpg,0,0,0,6.293806
IMG/center_2019_02_23_04_04_41_659.jpg,IMG/left_2019_02_23_04_04_41_659.jpg,IMG/right_2019_02_23_04_04_41_659.jpg,0,0,0,6.243224
IMG/center_2019_02_23_04_04_41_734.jpg,IMG/left_2019_02_23_04_04_41_734.jpg,IMG/right_2019_02_23_04_04_41_734.jpg,0,0,0,6.193045
IMG/center_2019_02_23_04_04_41_810.jpg,IMG/left_2019_02_23_04_04_41_810.jpg,IMG/right_2019_02_23_04_04_41_810.jpg,0,0,0,6.143271
IMG/center_2019_02_23_04_04_41_885.jpg,IMG/left_2019_02_23_04_04_41_885.jpg,IMG/right_2019_02_23_04_04_41_885.jpg,0,0,0,6.093898
IMG/center_2019_02_23_04_04_41_965.jpg,IMG/left_2019_02_23_04_04_41_965.jpg,IMG/right_2019_02_23_04_04_41_965.jpg,0,0,0,6.04492
IMG/center_2019_02_23_04_04_42_043.jpg,IMG/left_2019_02_23_04_04_42_043.jpg,IMG/right_2019_02_23_04_04_42_043.jpg,0,0,0,6.008446
IMG/center_2019_02_23_04_04_42_115.jpg,IMG/left_2019_02_23_04_04_42_115.jpg,IMG/right_2019_02_23_04_04_42_115.jpg,0,0,0,5.960156
IMG/center_2019_02_23_04_04_42_188.jpg,IMG/left_2019_02_23_04_04_42_188.jpg,IMG/right_2019_02_23_04_04_42_188.jpg,0,0.1113716,0,5.947735
IMG/center_2019_02_23_04_04_42_265.jpg,IMG/left_2019_02_23_04_04_42_265.jpg,IMG/right_2019_02_23_04_04_42_265.jpg,0,0.3414607,0,6.135375
IMG/center_2019_02_23_04_04_42_343.jpg,IMG/left_2019_02_23_04_04_42_343.jpg,IMG/right_2019_02_23_04_04_42_343.jpg,0,0.4572104,0,6.439435
IMG/center_2019_02_23_04_04_42_425.jpg,IMG/left_2019_02_23_04_04_42_425.jpg,IMG/right_2019_02_23_04_04_42_425.jpg,0,0.209375,0,6.748344
IMG/center_2019_02_23_04_04_42_493.jpg,IMG/left_2019_02_23_04_04_42_493.jpg,IMG/right_2019_02_23_04_04_42_493.jpg,0,0.00499063,0,6.776135
IMG/center_2019_02_23_04_04_42_574.jpg,IMG/left_2019_02_23_04_04_42_574.jpg,IMG/right_2019_02_23_04_04_42_574.jpg,0,0,0,6.722047
IMG/center_2019_02_23_04_04_42_641.jpg,IMG/left_2019_02_23_04_04_42_641.jpg,IMG/right_2019_02_23_04_04_42_641.jpg,0,0,0,6.681491
IMG/center_2019_02_23_04_04_42_718.jpg,IMG/left_2019_02_23_04_04_42_718.jpg,IMG/right_2019_02_23_04_04_42_718.jpg,0,0,0,6.627792
IMG/center_2019_02_23_04_04_42_792.jpg,IMG/left_2019_02_23_04_04_42_792.jpg,IMG/right_2019_02_23_04_04_42_792.jpg,0,0.1671132,0,6.647192
IMG/center_2019_02_23_04_04_42_866.jpg,IMG/left_2019_02_23_04_04_42_866.jpg,IMG/right_2019_02_23_04_04_42_866.jpg,0,0.3874847,0,6.878903
IMG/center_2019_02_23_04_04_42_941.jpg,IMG/left_2019_02_23_04_04_42_941.jpg,IMG/right_2019_02_23_04_04_42_941.jpg,0,0.6134025,0,7.214046
IMG/center_2019_02_23_04_04_43_018.jpg,IMG/left_2019_02_23_04_04_43_018.jpg,IMG/right_2019_02_23_04_04_43_018.jpg,0,0.3825728,0,7.627138
IMG/center_2019_02_23_04_04_43_095.jpg,IMG/left_2019_02_23_04_04_43_095.jpg,IMG/right_2019_02_23_04_04_43_095.jpg,0,0.1524158,0,7.810383
IMG/center_2019_02_23_04_04_43_168.jpg,IMG/left_2019_02_23_04_04_43_168.jpg,IMG/right_2019_02_23_04_04_43_168.jpg,0,0,0,7.791492
IMG/center_2019_02_23_04_04_43_242.jpg,IMG/left_2019_02_23_04_04_43_242.jpg,IMG/right_2019_02_23_04_04_43_242.jpg,0,0,0,7.744483
IMG/center_2019_02_23_04_04_43_318.jpg,IMG/left_2019_02_23_04_04_43_318.jpg,IMG/right_2019_02_23_04_04_43_318.jpg,0,0,0,7.68224
IMG/center_2019_02_23_04_04_43_398.jpg,IMG/left_2019_02_23_04_04_43_398.jpg,IMG/right_2019_02_23_04_04_43_398.jpg,0,0.124987,0,7.656791
IMG/center_2019_02_23_04_04_43_475.jpg,IMG/left_2019_02_23_04_04_43_475.jpg,IMG/right_2019_02_23_04_04_43_475.jpg,0,0.3550214,0,7.842742
IMG/center_2019_02_23_04_04_43_545.jpg,IMG/left_2019_02_23_04_04_43_545.jpg,IMG/right_2019_02_23_04_04_43_545.jpg,0,0.4761074,0,8.231917
IMG/center_2019_02_23_04_04_43_615.jpg,IMG/left_2019_02_23_04_04_43_615.jpg,IMG/right_2019_02_23_04_04_43_615.jpg,0,0.2667881,0,8.429219
IMG/center_2019_02_23_04_04_43_688.jpg,IMG/left_2019_02_23_04_04_43_688.jpg,IMG/right_2019_02_23_04_04_43_688.jpg,0,0.04961099,0,8.507632
IMG/center_2019_02_23_04_04_43_759.jpg,IMG/left_2019_02_23_04_04_43_759.jpg,IMG/right_2019_02_23_04_04_43_759.jpg,0,0,0,8.459957
IMG/center_2019_02_23_04_04_43_831.jpg,IMG/left_2019_02_23_04_04_43_831.jpg,IMG/right_2019_02_23_04_04_43_831.jpg,0,0.1066315,0,8.422823
IMG/center_2019_02_23_04_04_43_901.jpg,IMG/left_2019_02_23_04_04_43_901.jpg,IMG/right_2019_02_23_04_04_43_901.jpg,0,0.3189383,0,8.52445
IMG/center_2019_02_23_04_04_43_971.jpg,IMG/left_2019_02_23_04_04_43_971.jpg,IMG/right_2019_02_23_04_04_43_971.jpg,0,0.3197577,0,8.816339
IMG/center_2019_02_23_04_04_44_043.jpg,IMG/left_2019_02_23_04_04_44_043.jpg,IMG/right_2019_02_23_04_04_44_043.jpg,0,0.1023574,0,8.921391
IMG/center_2019_02_23_04_04_44_110.jpg,IMG/left_2019_02_23_04_04_44_110.jpg,IMG/right_2019_02_23_04_04_44_110.jpg,0,0,0,8.871001
IMG/center_2019_02_23_04_04_44_181.jpg,IMG/left_2019_02_23_04_04_44_181.jpg,IMG/right_2019_02_23_04_04_44_181.jpg,0,0,0,8.817477
IMG/center_2019_02_23_04_04_44_252.jpg,IMG/left_2019_02_23_04_04_44_252.jpg,IMG/right_2019_02_23_04_04_44_252.jpg,0,0.104682,0,8.777628
IMG/center_2019_02_23_04_04_44_322.jpg,IMG/left_2019_02_23_04_04_44_322.jpg,IMG/right_2019_02_23_04_04_44_322.jpg,0,0.2654218,0,8.867081
IMG/center_2019_02_23_04_04_44_393.jpg,IMG/left_2019_02_23_04_04_44_393.jpg,IMG/right_2019_02_23_04_04_44_393.jpg,0,0.5295374,0,9.213414
IMG/center_2019_02_23_04_04_44_465.jpg,IMG/left_2019_02_23_04_04_44_465.jpg,IMG/right_2019_02_23_04_04_44_465.jpg,0,0.4174384,0,9.63299
IMG/center_2019_02_23_04_04_44_532.jpg,IMG/left_2019_02_23_04_04_44_532.jpg,IMG/right_2019_02_23_04_04_44_532.jpg,0,0.2147562,0,9.784212
IMG/center_2019_02_23_04_04_44_602.jpg,IMG/left_2019_02_23_04_04_44_602.jpg,IMG/right_2019_02_23_04_04_44_602.jpg,0,0.05388624,0,9.817245
IMG/center_2019_02_23_04_04_44_676.jpg,IMG/left_2019_02_23_04_04_44_676.jpg,IMG/right_2019_02_23_04_04_44_676.jpg,0,0.06750055,0,9.753613
IMG/center_2019_02_23_04_04_44_746.jpg,IMG/left_2019_02_23_04_04_44_746.jpg,IMG/right_2019_02_23_04_04_44_746.jpg,0,0.2763319,0,9.852532
IMG/center_2019_02_23_04_04_44_817.jpg,IMG/left_2019_02_23_04_04_44_817.jpg,IMG/right_2019_02_23_04_04_44_817.jpg,0,0.06498992,0,9.894401
IMG/center_2019_02_23_04_04_44_888.jpg,IMG/left_2019_02_23_04_04_44_888.jpg,IMG/right_2019_02_23_04_04_44_888.jpg,0,0,0,9.822664
IMG/center_2019_02_23_04_04_44_957.jpg,IMG/left_2019_02_23_04_04_44_957.jpg,IMG/right_2019_02_23_04_04_44_957.jpg,0,0,0,9.763391
IMG/center_2019_02_23_04_04_45_027.jpg,IMG/left_2019_02_23_04_04_45_027.jpg,IMG/right_2019_02_23_04_04_45_027.jpg,0,0,0,9.684914
IMG/center_2019_02_23_04_04_45_098.jpg,IMG/left_2019_02_23_04_04_45_098.jpg,IMG/right_2019_02_23_04_04_45_098.jpg,0,0.2124589,0,9.713888
IMG/center_2019_02_23_04_04_45_169.jpg,IMG/left_2019_02_23_04_04_45_169.jpg,IMG/right_2019_02_23_04_04_45_169.jpg,0,0.424001,0,9.954391
IMG/center_2019_02_23_04_04_45_238.jpg,IMG/left_2019_02_23_04_04_45_238.jpg,IMG/right_2019_02_23_04_04_45_238.jpg,0,0.2160361,0,10.11869
IMG/center_2019_02_23_04_04_45_310.jpg,IMG/left_2019_02_23_04_04_45_310.jpg,IMG/right_2019_02_23_04_04_45_310.jpg,0,0.0004901141,0,10.13337
IMG/center_2019_02_23_04_04_45_380.jpg,IMG/left_2019_02_23_04_04_45_380.jpg,IMG/right_2019_02_23_04_04_45_380.jpg,0,0,0,10.07223
IMG/center_2019_02_23_04_04_45_453.jpg,IMG/left_2019_02_23_04_04_45_453.jpg,IMG/right_2019_02_23_04_04_45_453.jpg,0,0,0,9.991269
IMG/center_2019_02_23_04_04_45_522.jpg,IMG/left_2019_02_23_04_04_45_522.jpg,IMG/right_2019_02_23_04_04_45_522.jpg,0,0,0,9.930976
IMG/center_2019_02_23_04_04_45_593.jpg,IMG/left_2019_02_23_04_04_45_593.jpg,IMG/right_2019_02_23_04_04_45_593.jpg,0,0,0,9.85115
IMG/center_2019_02_23_04_04_45_661.jpg,IMG/left_2019_02_23_04_04_45_661.jpg,IMG/right_2019_02_23_04_04_45_661.jpg,0,0,0,9.791701
IMG/center_2019_02_23_04_04_45_731.jpg,IMG/left_2019_02_23_04_04_45_731.jpg,IMG/right_2019_02_23_04_04_45_731.jpg,0,0,0,9.712996
IMG/center_2019_02_23_04_04_45_800.jpg,IMG/left_2019_02_23_04_04_45_800.jpg,IMG/right_2019_02_23_04_04_45_800.jpg,0,0,0,9.654382
IMG/center_2019_02_23_04_04_45_868.jpg,IMG/left_2019_02_23_04_04_45_868.jpg,IMG/right_2019_02_23_04_04_45_868.jpg,0,0,0,9.576778
IMG/center_2019_02_23_04_04_45_937.jpg,IMG/left_2019_02_23_04_04_45_937.jpg,IMG/right_2019_02_23_04_04_45_937.jpg,0,0,0,9.518987
IMG/center_2019_02_23_04_04_46_007.jpg,IMG/left_2019_02_23_04_04_46_007.jpg,IMG/right_2019_02_23_04_04_46_007.jpg,0,0,0,9.442472
IMG/center_2019_02_23_04_04_46_077.jpg,IMG/left_2019_02_23_04_04_46_077.jpg,IMG/right_2019_02_23_04_04_46_077.jpg,0,0,0,9.385489
IMG/center_2019_02_23_04_04_46_148.jpg,IMG/left_2019_02_23_04_04_46_148.jpg,IMG/right_2019_02_23_04_04_46_148.jpg,0,0,0,9.310048
IMG/center_2019_02_23_04_04_46_215.jpg,IMG/left_2019_02_23_04_04_46_215.jpg,IMG/right_2019_02_23_04_04_46_215.jpg,0,0,0,9.253865
IMG/center_2019_02_23_04_04_46_286.jpg,IMG/left_2019_02_23_04_04_46_286.jpg,IMG/right_2019_02_23_04_04_46_286.jpg,0,0,0,9.179482
IMG/center_2019_02_23_04_04_46_356.jpg,IMG/left_2019_02_23_04_04_46_356.jpg,IMG/right_2019_02_23_04_04_46_356.jpg,0,0.05603805,0,9.133332
IMG/center_2019_02_23_04_04_46_425.jpg,IMG/left_2019_02_23_04_04_46_425.jpg,IMG/right_2019_02_23_04_04_46_425.jpg,0,0.2636759,0,9.223753
IMG/center_2019_02_23_04_04_46_497.jpg,IMG/left_2019_02_23_04_04_46_497.jpg,IMG/right_2019_02_23_04_04_46_497.jpg,0,0.4776094,0,9.457896
IMG/center_2019_02_23_04_04_46_568.jpg,IMG/left_2019_02_23_04_04_46_568.jpg,IMG/right_2019_02_23_04_04_46_568.jpg,0,0.5711067,0,9.936723
IMG/center_2019_02_23_04_04_46_636.jpg,IMG/left_2019_02_23_04_04_46_636.jpg,IMG/right_2019_02_23_04_04_46_636.jpg,0,0.3665397,0,10.20998
IMG/center_2019_02_23_04_04_46_706.jpg,IMG/left_2019_02_23_04_04_46_706.jpg,IMG/right_2019_02_23_04_04_46_706.jpg,0,0.1564274,0,10.37387
IMG/center_2019_02_23_04_04_46_774.jpg,IMG/left_2019_02_23_04_04_46_774.jpg,IMG/right_2019_02_23_04_04_46_774.jpg,0,0,0,10.33782
IMG/center_2019_02_23_04_04_46_843.jpg,IMG/left_2019_02_23_04_04_46_843.jpg,IMG/right_2019_02_23_04_04_46_843.jpg,0,0,0,10.27544
IMG/center_2019_02_23_04_04_46_912.jpg,IMG/left_2019_02_23_04_04_46_912.jpg,IMG/right_2019_02_23_04_04_46_912.jpg,0,0,0,10.19285
IMG/center_2019_02_23_04_04_46_982.jpg,IMG/left_2019_02_23_04_04_46_982.jpg,IMG/right_2019_02_23_04_04_46_982.jpg,0,0,0,10.13134
IMG/center_2019_02_23_04_04_47_052.jpg,IMG/left_2019_02_23_04_04_47_052.jpg,IMG/right_2019_02_23_04_04_47_052.jpg,0,0,0,10.04991
IMG/center_2019_02_23_04_04_47_123.jpg,IMG/left_2019_02_23_04_04_47_123.jpg,IMG/right_2019_02_23_04_04_47_123.jpg,0,0,0,9.989259
IMG/center_2019_02_23_04_04_47_193.jpg,IMG/left_2019_02_23_04_04_47_193.jpg,IMG/right_2019_02_23_04_04_47_193.jpg,0,0,0,9.908962
IMG/center_2019_02_23_04_04_47_263.jpg,IMG/left_2019_02_23_04_04_47_263.jpg,IMG/right_2019_02_23_04_04_47_263.jpg,0,0,0,9.849164
IMG/center_2019_02_23_04_04_47_333.jpg,IMG/left_2019_02_23_04_04_47_333.jpg,IMG/right_2019_02_23_04_04_47_333.jpg,0,0.2094221,0,9.879776
IMG/center_2019_02_23_04_04_47_403.jpg,IMG/left_2019_02_23_04_04_47_403.jpg,IMG/right_2019_02_23_04_04_47_403.jpg,0,0.3747477,0,10.03903
IMG/center_2019_02_23_04_04_47_473.jpg,IMG/left_2019_02_23_04_04_47_473.jpg,IMG/right_2019_02_23_04_04_47_473.jpg,0,0.6305099,0,10.47228
IMG/center_2019_02_23_04_04_47_543.jpg,IMG/left_2019_02_23_04_04_47_543.jpg,IMG/right_2019_02_23_04_04_47_543.jpg,0,0.7854878,0,10.92706
IMG/center_2019_02_23_04_04_47_616.jpg,IMG/left_2019_02_23_04_04_47_616.jpg,IMG/right_2019_02_23_04_04_47_616.jpg,0,0.5122848,0,11.30865
IMG/center_2019_02_23_04_04_47_683.jpg,IMG/left_2019_02_23_04_04_47_683.jpg,IMG/right_2019_02_23_04_04_47_683.jpg,0,0.3584511,0,11.75191
IMG/center_2019_02_23_04_04_47_754.jpg,IMG/left_2019_02_23_04_04_47_754.jpg,IMG/right_2019_02_23_04_04_47_754.jpg,0,0.09843127,0,12.04075
IMG/center_2019_02_23_04_04_47_823.jpg,IMG/left_2019_02_23_04_04_47_823.jpg,IMG/right_2019_02_23_04_04_47_823.jpg,0,0,0,11.54341
IMG/center_2019_02_23_04_04_47_893.jpg,IMG/left_2019_02_23_04_04_47_893.jpg,IMG/right_2019_02_23_04_04_47_893.jpg,0,0,0,11.26383
IMG/center_2019_02_23_04_04_47_962.jpg,IMG/left_2019_02_23_04_04_47_962.jpg,IMG/right_2019_02_23_04_04_47_962.jpg,0,0,0,11.73182
IMG/center_2019_02_23_04_04_48_033.jpg,IMG/left_2019_02_23_04_04_48_033.jpg,IMG/right_2019_02_23_04_04_48_033.jpg,0,0,0,11.3493
IMG/center_2019_02_23_04_04_48_102.jpg,IMG/left_2019_02_23_04_04_48_102.jpg,IMG/right_2019_02_23_04_04_48_102.jpg,0,0,0,11.57975
IMG/center_2019_02_23_04_04_48_179.jpg,IMG/left_2019_02_23_04_04_48_179.jpg,IMG/right_2019_02_23_04_04_48_179.jpg,0,0,0,11.47591
IMG/center_2019_02_23_04_04_48_248.jpg,IMG/left_2019_02_23_04_04_48_248.jpg,IMG/right_2019_02_23_04_04_48_248.jpg,0,0,0,11.17898
IMG/center_2019_02_23_04_04_48_320.jpg,IMG/left_2019_02_23_04_04_48_320.jpg,IMG/right_2019_02_23_04_04_48_320.jpg,0,0,0,11.16103
IMG/center_2019_02_23_04_04_48_388.jpg,IMG/left_2019_02_23_04_04_48_388.jpg,IMG/right_2019_02_23_04_04_48_388.jpg,0,0,0,11.07119
IMG/center_2019_02_23_04_04_48_461.jpg,IMG/left_2019_02_23_04_04_48_461.jpg,IMG/right_2019_02_23_04_04_48_461.jpg,0,0,0,11.00438
IMG/center_2019_02_23_04_04_48_535.jpg,IMG/left_2019_02_23_04_04_48_535.jpg,IMG/right_2019_02_23_04_04_48_535.jpg,0,0,0,10.91593
IMG/center_2019_02_23_04_04_48_605.jpg,IMG/left_2019_02_23_04_04_48_605.jpg,IMG/right_2019_02_23_04_04_48_605.jpg,0,0,0,10.82819
IMG/center_2019_02_23_04_04_48_676.jpg,IMG/left_2019_02_23_04_04_48_676.jpg,IMG/right_2019_02_23_04_04_48_676.jpg,0.1,0,0,10.76045
IMG/center_2019_02_23_04_04_48_745.jpg,IMG/left_2019_02_23_04_04_48_745.jpg,IMG/right_2019_02_23_04_04_48_745.jpg,0.3,0,0,10.64704
IMG/center_2019_02_23_04_04_48_817.jpg,IMG/left_2019_02_23_04_04_48_817.jpg,IMG/right_2019_02_23_04_04_48_817.jpg,0.45,0,0,10.54229
IMG/center_2019_02_23_04_04_48_889.jpg,IMG/left_2019_02_23_04_04_48_889.jpg,IMG/right_2019_02_23_04_04_48_889.jpg,0.6500001,0,0,10.3802
IMG/center_2019_02_23_04_04_48_960.jpg,IMG/left_2019_02_23_04_04_48_960.jpg,IMG/right_2019_02_23_04_04_48_960.jpg,0,0,0,10.26602
IMG/center_2019_02_23_04_04_49_028.jpg,IMG/left_2019_02_23_04_04_49_028.jpg,IMG/right_2019_02_23_04_04_49_028.jpg,0,0,0,10.17293
IMG/center_2019_02_23_04_04_49_100.jpg,IMG/left_2019_02_23_04_04_49_100.jpg,IMG/right_2019_02_23_04_04_49_100.jpg,0,0,0,10.11055
IMG/center_2019_02_23_04_04_49_172.jpg,IMG/left_2019_02_23_04_04_49_172.jpg,IMG/right_2019_02_23_04_04_49_172.jpg,0,0,0,10.02905
IMG/center_2019_02_23_04_04_49_241.jpg,IMG/left_2019_02_23_04_04_49_241.jpg,IMG/right_2019_02_23_04_04_49_241.jpg,0,0,0,9.9685
IMG/center_2019_02_23_04_04_49_311.jpg,IMG/left_2019_02_23_04_04_49_311.jpg,IMG/right_2019_02_23_04_04_49_311.jpg,0,0,0,9.840038
IMG/center_2019_02_23_04_04_49_379.jpg,IMG/left_2019_02_23_04_04_49_379.jpg,IMG/right_2019_02_23_04_04_49_379.jpg,0,0,0,9.597848
IMG/center_2019_02_23_04_04_49_450.jpg,IMG/left_2019_02_23_04_04_49_450.jpg,IMG/right_2019_02_23_04_04_49_450.jpg,0,0.1041635,0,9.380054
IMG/center_2019_02_23_04_04_49_519.jpg,IMG/left_2019_02_23_04_04_49_519.jpg,IMG/right_2019_02_23_04_04_49_519.jpg,0,0.3087327,0,9.38688
IMG/center_2019_02_23_04_04_49_586.jpg,IMG/left_2019_02_23_04_04_49_586.jpg,IMG/right_2019_02_23_04_04_49_586.jpg,0,0.5126445,0,9.59441
IMG/center_2019_02_23_04_04_49_656.jpg,IMG/left_2019_02_23_04_04_49_656.jpg,IMG/right_2019_02_23_04_04_49_656.jpg,0,0.7212887,0,9.918352
IMG/center_2019_02_23_04_04_49_726.jpg,IMG/left_2019_02_23_04_04_49_726.jpg,IMG/right_2019_02_23_04_04_49_726.jpg,0,0.8149732,0,10.55027
IMG/center_2019_02_23_04_04_49_795.jpg,IMG/left_2019_02_23_04_04_49_795.jpg,IMG/right_2019_02_23_04_04_49_795.jpg,0,0.6064909,0,10.80725
IMG/center_2019_02_23_04_04_49_864.jpg,IMG/left_2019_02_23_04_04_49_864.jpg,IMG/right_2019_02_23_04_04_49_864.jpg,0.05,0.3990762,0,10.66225
IMG/center_2019_02_23_04_04_49_934.jpg,IMG/left_2019_02_23_04_04_49_934.jpg,IMG/right_2019_02_23_04_04_49_934.jpg,0.2,0.1912218,0,10.31024
IMG/center_2019_02_23_04_04_50_002.jpg,IMG/left_2019_02_23_04_04_50_002.jpg,IMG/right_2019_02_23_04_04_50_002.jpg,0.35,0.03573524,0,10.04503
IMG/center_2019_02_23_04_04_50_071.jpg,IMG/left_2019_02_23_04_04_50_071.jpg,IMG/right_2019_02_23_04_04_50_071.jpg,0.5500001,0,0,9.566556
IMG/center_2019_02_23_04_04_50_138.jpg,IMG/left_2019_02_23_04_04_50_138.jpg,IMG/right_2019_02_23_04_04_50_138.jpg,0.7,0,0,9.247211
IMG/center_2019_02_23_04_04_50_206.jpg,IMG/left_2019_02_23_04_04_50_206.jpg,IMG/right_2019_02_23_04_04_50_206.jpg,0.9000002,0,0,8.811193
IMG/center_2019_02_23_04_04_50_290.jpg,IMG/left_2019_02_23_04_04_50_290.jpg,IMG/right_2019_02_23_04_04_50_290.jpg,0,0,0,8.400663
IMG/center_2019_02_23_04_04_50_360.jpg,IMG/left_2019_02_23_04_04_50_360.jpg,IMG/right_2019_02_23_04_04_50_360.jpg,0,0,0,7.927205
IMG/center_2019_02_23_04_04_50_427.jpg,IMG/left_2019_02_23_04_04_50_427.jpg,IMG/right_2019_02_23_04_04_50_427.jpg,0,0,0,7.309349
IMG/center_2019_02_23_04_04_50_496.jpg,IMG/left_2019_02_23_04_04_50_496.jpg,IMG/right_2019_02_23_04_04_50_496.jpg,0,0,0,6.832321
IMG/center_2019_02_23_04_04_50_578.jpg,IMG/left_2019_02_23_04_04_50_578.jpg,IMG/right_2019_02_23_04_04_50_578.jpg,0.15,0,0,6.169148
IMG/center_2019_02_23_04_04_50_661.jpg,IMG/left_2019_02_23_04_04_50_661.jpg,IMG/right_2019_02_23_04_04_50_661.jpg,0.35,0,0,5.492515
IMG/center_2019_02_23_04_04_50_744.jpg,IMG/left_2019_02_23_04_04_50_744.jpg,IMG/right_2019_02_23_04_04_50_744.jpg,0.6000001,0,0,4.647011
IMG/center_2019_02_23_04_04_50_827.jpg,IMG/left_2019_02_23_04_04_50_827.jpg,IMG/right_2019_02_23_04_04_50_827.jpg,0.8000001,0,0,4.073039
